SESSIONID,PREVSESSIONID,LICENSEPLATE,CARPARKNUMBER,VEHICLETYPE,LABEL_TYPE,TRANSACTION_TYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,FIRST_ADVISORY_SENT_AT,FINAL_ADVISORY_SENT_AT,PAYMENT_STATUS,BILLINGID,PAYMENTID,TXN_STATUS,PATCH_STATUS,REDEMPTION,EFFECTIVE_CHARGE,REDEMPTION_TYPE
0PL81-E-00001-20211214204145,null,SMW4936Z,PL81,C,SHORT TERM,PHDB,14/12/2021 20:41:45,14/12/2021 20:53:34,0,12,"","",,"","",EXITED,,0,0,
0PL80-L-00294-20211214205729,0PL80-E-00004-20211214202549,SLQ9267G,PL80,C,SHORT TERM,LPRS,14/12/2021 20:57:29,14/12/2021 20:58:23,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214205723,null,SLD7955K,PL80,C,season_W,PHDB,14/12/2021 20:57:23,14/12/2021 20:59:35,0,2,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214210305,null,SHA2168L,PL80,C,SHORT TERM,LPRS,14/12/2021 21:03:05,14/12/2021 21:05:36,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214210934,null,SLE3868A,PL80,C,SHORT TERM,LPRS,14/12/2021 21:09:34,14/12/2021 21:12:42,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214200120,null,SH7331G,PL80,C,SHORT TERM,LPRS,14/12/2021 20:01:20,14/12/2021 21:12:35,1.41999999999999993,71,"","",PAID,"","",ENDED,,0,1.41999999999999993,
0PL81-E-00001-20211214210533,null,SLN2046P,PL81,C,SHORT TERM,LPRS,14/12/2021 21:05:33,14/12/2021 21:13:33,0,8,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214210928,null,GBK1969S,PL80,C,SHORT TERM,LPRS,14/12/2021 21:09:28,14/12/2021 21:21:36,0,12,"","",,"","",ENDED,,0,0,
0PL80-L-00295-20211214203852,0PL80-E-00003-20211214203232,SJN4072Z,PL80,C,SHORT TERM,LPRS,14/12/2021 20:38:52,14/12/2021 21:24:58,0.92000000000000004,46,"","",PAID,"","",ENDED,,0,0.92000000000000004,
0PL80-E-00002-20211214212707,null,SLX8249D,PL80,C,SHORT TERM,LPRS,14/12/2021 21:27:07,14/12/2021 21:30:51,0,3,"","",,"","",ENDED,,0,0,
0PL81-L-000L6-20211214220157,0PL81-E-00001-20211214214503,GBL1420C,PL81,C,SHORT TERM,LPRS,14/12/2021 22:01:57,14/12/2021 22:02:37,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00774-20211214205512,null,GY4300T,PL80,C,SHORT TERM,LPRS,14/12/2021 20:55:12,14/12/2021 21:52:10,1.1399999999999999,57,"","",PAID,"","",ENDED,,0,1.1399999999999999,
0PL81-E-00001-20211214203259,null,SMY6356Z,PL81,C,SHORT TERM,LPRS,14/12/2021 20:32:59,14/12/2021 22:01:58,1.78000000000000003,89,"","",PAID,"","",ENDED,,0,1.78000000000000003,
0PL81-L-00336-20211214210216,0PL81-E-00001-20211214195940,SLB444A,PL81,C,SHORT TERM,LPRS,14/12/2021 21:02:16,14/12/2021 21:54:01,1.04000000000000004,52,"","",PAID,"","",ENDED,,0,1.04000000000000004,
0PL80-E-00002-20211214215359,null,SLD7080J,PL80,C,SHORT TERM,LPRS,14/12/2021 21:53:59,14/12/2021 21:56:24,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214215910,null,SMW2387X,PL80,C,SHORT TERM,LPRS,14/12/2021 21:59:10,14/12/2021 22:01:07,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-000L1-20211214223408,0PL81-E-00001-20211214223210,SGB6933A,PL81,C,SHORT TERM,LPRS,14/12/2021 22:34:08,14/12/2021 22:47:11,0,13,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214215130,null,GBF77Z,PL81,C,season_W,LPRS,14/12/2021 21:51:30,14/12/2021 22:15:08,0,24,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214221455,null,SLU2620U,PL81,C,SHORT TERM,LPRS,14/12/2021 22:14:55,14/12/2021 22:16:12,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00077-20211214211055,0PL81-L-00077-20211214200331,GW2971E,PL81,C,season_W,LPRS,14/12/2021 21:10:55,14/12/2021 22:50:26,0,100,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214223655,null,SGY2887E,PL80,C,SHORT TERM,LPRS,14/12/2021 22:36:55,14/12/2021 22:57:21,0.419999999999999984,21,"","",PAID,"","",ENDED,,0,0.419999999999999984,
0PL80-E-00002-20211214215744,null,GBF6083R,PL80,C,season_W,LPRS,14/12/2021 21:57:44,15/12/2021 06:22:41,0,505,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214212101,null,SLX1143X,PL80,C,season_W,LPRS,14/12/2021 21:21:01,15/12/2021 07:17:25,0,596,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214214728,null,SMG1483S,PL81,C,season_W,LPRS,14/12/2021 21:47:28,15/12/2021 07:31:09,0,584,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214221649,null,GBJ9950Y,PL80,C,season_W,LPRS,14/12/2021 22:16:49,15/12/2021 07:42:52,0,566,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214202609,null,SME4663E,PL80,C,season_W,PHDB,14/12/2021 20:26:09,15/12/2021 07:31:58,0,665,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214211450,null,SLW9849X,PL81,C,season_W,LPRS,14/12/2021 21:14:50,15/12/2021 07:49:20,0,635,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214212450,null,GBG8975Z,PL80,C,season_W,LPRS,14/12/2021 21:24:50,15/12/2021 07:55:13,0,631,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214204544,null,SLN8722G,PL81,C,season_W,PHDB,14/12/2021 20:45:44,15/12/2021 07:52:40,0,667,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214222613,null,SMF3640Y,PL80,C,season_W,LPRS,14/12/2021 22:26:13,15/12/2021 07:56:09,0,570,"","",,"","",ENDED,,0,0,
0PL81-L-00137-20211214203341,0PL81-E-00001-20211214184651,SME1249M,PL81,C,season_W,LPRS,14/12/2021 20:33:41,15/12/2021 07:58:40,0,685,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214203244,null,SKP4837L,PL81,C,season_W,PHDB,14/12/2021 20:32:44,14/12/2021 23:07:36,0,155,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211214210237,null,SML2589M,PL80,C,season_W,PHDB,14/12/2021 21:02:37,15/12/2021 08:09:41,0,667,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214205419,null,SMD6954H,PL80,C,season_W,PHDB,14/12/2021 20:54:19,15/12/2021 08:33:46,0,699,"","",,"","",EXITED,,0,0,
0PL81-L-00290-20211214212109,null,SLK3292D,PL81,C,SHORT TERM,LPRS,14/12/2021 21:21:09,15/12/2021 09:07:43,8.91999999999999993,706,"","",PAID,"","",ENDED,,0,8.91999999999999993,
0PL80-E-00001-20211214222815,null,GBJ475L,PL80,C,SHORT TERM,LPRS,14/12/2021 22:28:15,15/12/2021 09:14:41,7.71999999999999975,646,2021-12-15,"",UNPAID_M,"","",ENDED,,0,7.71999999999999975,
0PL80-E-00003-20211214220932,null,GBK1477U,PL80,C,season_W,PHDB,14/12/2021 22:09:32,15/12/2021 13:17:55,0,908,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214205341,null,SMU4273M,PL80,C,season_W,PHDB,14/12/2021 20:53:41,15/12/2021 15:05:45,0,1092,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214221729,null,SMH9792S,PL80,C,season_W,LPRS,14/12/2021 22:17:29,15/12/2021 20:26:06,0,1329,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214220740,null,SML8803E,PL80,C,season_W,PHDB,14/12/2021 22:07:40,15/12/2021 18:36:06,0,1229,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214190315,null,SLL6870K,PL81,C,SHORT TERM,LPRS,14/12/2021 19:03:15,14/12/2021 20:05:11,1.23999999999999999,62,"","",PAID,"","",ENDED,,0,1.23999999999999999,
0PL80-E-00003-20211214202817,null,SLQ7367P,PL80,C,SHORT TERM,LPRS,14/12/2021 20:28:17,14/12/2021 20:30:04,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00272-20211214203957,0PL80-L-00272-20211214191003,SLB6618B,PL80,C,SHORT TERM,LPRS,14/12/2021 20:39:57,14/12/2021 20:41:13,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214214235,null,SJR2495D,PL81,C,SHORT TERM,LPRS,14/12/2021 21:42:35,14/12/2021 21:48:10,0,6,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214204152,null,SJR3994Z,PL81,C,season_W,PHDB,14/12/2021 20:41:52,14/12/2021 21:02:14,0,21,"","",,"","",FC EXITED,,0,0,
0PL81-L-00049-20211214203318,0PL81-L-00049-20211214200521,SNB1087S,PL81,C,season_W,LPRS,14/12/2021 20:33:18,14/12/2021 21:06:44,0,33,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214210258,null,GBL3077Y,PL80,C,SHORT TERM,LPRS,14/12/2021 21:02:58,14/12/2021 21:08:14,0,6,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214210641,null,SHA2168L,PL80,C,SHORT TERM,LPRS,14/12/2021 21:06:41,14/12/2021 21:08:20,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214182530,null,SLA2340H,PL80,C,season_W,PHDB,14/12/2021 18:25:30,14/12/2021 21:21:17,0,176,"","",,"","",EXITED,,0,0,
0PL80-E-00005-20211214212232,null,SMH5935Z,PL80,C,SHORT TERM,LPRS,14/12/2021 21:22:32,14/12/2021 21:23:13,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00323-20211214212138,0PL81-L-00323-20211214212018,SKX156C,PL81,C,season_W,LPRS,14/12/2021 21:21:38,14/12/2021 21:48:16,0,27,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214203015,null,GBH5314X,PL80,C,SHORT TERM,LPRS,14/12/2021 20:30:15,14/12/2021 21:32:24,1.23999999999999999,62,"","",PAID,"","",ENDED,,0,1.23999999999999999,
0PL80-E-00001-20211214222509,null,SJS863H,PL80,C,SHORT TERM,LPRS,14/12/2021 22:25:09,14/12/2021 22:27:59,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-000L5-20211214213547,0PL81-L-000L5-20211214213441,GBJ5010L,PL81,C,SHORT TERM,LPRS,14/12/2021 21:35:47,14/12/2021 21:36:15,0,1,"","",,"","",ENDED,,0,0,
0PL81-L-00170-20211214213335,0PL81-E-00001-20211214213014,SJS9634T,PL81,C,season_W,PHDB,14/12/2021 21:33:35,14/12/2021 21:33:47,0,0,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00002-20211214212519,null,GBJ2627C,PL80,C,SHORT TERM,LPRS,14/12/2021 21:25:19,14/12/2021 21:40:05,0,15,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214212504,null,SJY7428D,PL80,C,SHORT TERM,LPRS,14/12/2021 21:25:04,14/12/2021 21:49:36,0.479999999999999982,24,"","",PAID,"","",ENDED,,0,0.479999999999999982,
0PL81-L-00161-20211214214943,0PL81-L-00161-20211214212822,SKQ2711Z,PL81,C,season_W,LPRS,14/12/2021 21:49:43,14/12/2021 21:50:43,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214223350,null,SLK7559J,PL80,C,SHORT TERM,LPRS,14/12/2021 22:33:50,14/12/2021 22:35:43,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00106-20211214211048,0PL81-E-00001-20211214195308,SJR7559X,PL81,C,SHORT TERM,LPRS,14/12/2021 21:10:48,14/12/2021 21:56:42,0.92000000000000004,46,"","",PAID,"","",ENDED,,0,0.92000000000000004,
0PL80-L-00702-20211214212706,0PL80-E-00001-20211214212539,SKA4121Y,PL80,C,SHORT TERM,LPRS,14/12/2021 21:27:06,14/12/2021 22:00:10,0.660000000000000031,33,"","",PAID,"","",ENDED,,0,0.660000000000000031,
0PL81-E-00001-20211214220453,null,SLK5278H,PL81,C,season_W,LPRS,14/12/2021 22:04:53,14/12/2021 22:07:23,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214202920,null,SJL8883J,PL80,C,SHORT TERM,PHDB,14/12/2021 20:29:20,14/12/2021 22:07:56,0,98,"","",WAIVED,"","",EXITED,,0,0,
0PL80-E-00004-20211214204548,null,SJS3581B,PL80,C,SHORT TERM,LPRS,14/12/2021 20:45:48,14/12/2021 22:13:28,1.76000000000000001,88,"","",PAID,"","",ENDED,,0,1.76000000000000001,
0PL80-E-00001-20211214225614,null,SMN5243E,PL80,C,SHORT TERM,LPRS,14/12/2021 22:56:14,14/12/2021 22:58:04,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214224630,null,SMH2807E,PL80,C,SHORT TERM,LPRS,14/12/2021 22:46:30,14/12/2021 23:02:52,0,16,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214211827,null,GBF9877Y,PL81,C,season_W,LPRS,14/12/2021 21:18:27,14/12/2021 23:26:50,0,128,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214221312,null,SNB2123P,PL81,C,SHORT TERM,LPRS,14/12/2021 22:13:12,14/12/2021 23:35:32,1.6399999999999999,82,"","",PAID,"","",ENDED,,0,1.6399999999999999,
0PL80-E-00003-20211214214236,null,SLA5303X,PL80,C,season_W,LPRS,14/12/2021 21:42:36,15/12/2021 06:31:48,0,529,"","",,"","",ENDED,,0,0,
0PL80-L-00486-20211214210025,0PL80-E-00003-20211214201336,SLZ9418R,PL80,C,season_W,LPRS,14/12/2021 21:00:25,15/12/2021 06:54:57,0,594,"","",,"","",ENDED,,0,0,
0PL80-L-00288-20211214222144,0PL80-E-00003-20211214201613,GX3049G,PL80,C,season_W,LPRS,14/12/2021 22:21:44,15/12/2021 07:57:33,0,576,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214210146,null,SLZ9347L,PL80,C,season_W,PHDB,14/12/2021 21:01:46,15/12/2021 07:32:30,0,631,"","",,"","",EXITED,,0,0,
0PL81-L-00014-20211214212456,null,SLG7022L,PL81,C,season_W,PHDB,14/12/2021 21:24:56,15/12/2021 07:37:48,0,613,"","",,"","",FORCE EXITED,,0,0,
0PL80-E-00004-20211214205350,null,SKW1234J,PL80,C,season_W,LPRS,14/12/2021 20:53:50,15/12/2021 08:03:59,0,670,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214204627,null,GBC7242H,PL80,C,season_W,LPRS,14/12/2021 20:46:27,15/12/2021 08:21:59,0,695,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214222436,null,SLK2304K,PL80,C,season_W,PHDB,14/12/2021 22:24:36,15/12/2021 08:13:02,0,589,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211214203938,null,SJQ4350E,PL80,C,season_W,LPRS,14/12/2021 20:39:38,15/12/2021 08:23:36,0,704,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214220250,null,SKU915U,PL80,C,season_W,LPRS,14/12/2021 22:02:50,15/12/2021 08:35:15,0,633,"","",,"","",ENDED,,0,0,
0PL80-L-00775-20211214205511,null,SHD2167Z,PL80,C,season_W,LPRS,14/12/2021 20:55:11,15/12/2021 09:08:27,0,733,"","",,"","",ENDED,,0,0,
0PL81-L-00046-20211214221126,0PL81-L-00046-20211214203348,SLL9856H,PL81,C,season_W,PHDB,14/12/2021 22:11:26,15/12/2021 00:31:17,0,140,"","",,"","",FC EXITED,,0,0,
0PL80-E-00002-20211214213103,null,YQ3448L,PL80,C,SHORT TERM,LPRS,14/12/2021 21:31:03,15/12/2021 10:31:39,10.4000000000000004,780,"","",PAID,"","",ENDED,,0,10.4000000000000004,
0PL80-E-00003-20211214225703,null,SJN2913K,PL80,C,season_W,LPRS,14/12/2021 22:57:03,15/12/2021 18:29:48,0,1172,"","",,"","",ENDED,,0,0,
0PL81-L-00085-20211214221140,null,SMY3412P,PL81,C,season_W,PHDB,14/12/2021 22:11:40,15/12/2021 14:24:51,0,973,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214220617,null,SJT1033A,PL80,C,season_W,PHDB,14/12/2021 22:06:17,15/12/2021 20:32:41,0,1346,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214193956,null,SMG4453J,PL80,C,SHORT TERM,LPRS,14/12/2021 19:39:56,14/12/2021 21:02:04,1.65999999999999992,83,2021-12-14,"",UNPAID,"","",ENDED,,0,1.65999999999999992,
0PL80-E-00004-20211214205841,null,SLF75K,PL80,C,SHORT TERM,LPRS,14/12/2021 20:58:41,14/12/2021 21:10:08,0,12,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214214503,null,GBL1420C,PL81,C,SHORT TERM,LPRS,14/12/2021 21:45:03,14/12/2021 22:01:55,0,16,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214210921,null,SMA1574U,PL80,C,SHORT TERM,LPRS,14/12/2021 21:09:21,14/12/2021 21:11:42,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214202849,null,SFA3082S,PL80,C,SHORT TERM,LPRS,14/12/2021 20:28:49,14/12/2021 21:10:52,0.839999999999999969,42,"","",PAID,"","",ENDED,,0,0.839999999999999969,
0PL81-E-00001-20211214222422,null,SGB1003S,PL81,C,season_W,LPRS,14/12/2021 22:24:22,14/12/2021 22:27:07,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214204209,null,SKZ214H,PL80,C,SHORT TERM,LPRS,14/12/2021 20:42:09,14/12/2021 21:13:49,0.619999999999999996,31,"","",PAID,"","",ENDED,,0,0.619999999999999996,
0PL80-E-00001-20211214205535,null,GBG1977P,PL80,C,SHORT TERM,LPRS,14/12/2021 20:55:35,14/12/2021 21:15:44,0,20,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214211837,null,SMF4433Y,PL80,C,SHORT TERM,LPRS,14/12/2021 21:18:37,14/12/2021 21:20:54,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214215952,null,SHB2364G,PL80,C,SHORT TERM,LPRS,14/12/2021 21:59:52,14/12/2021 22:02:30,0,3,"","",,"","",ENDED,,0,0,
0PL80-L-00291-20211214205042,0PL80-E-00004-20211214204652,SLB6072A,PL80,C,SHORT TERM,LPRS,14/12/2021 20:50:42,14/12/2021 21:27:51,0.739999999999999991,37,"","",PAID,"","",ENDED,,0,0.739999999999999991,
0PL80-E-00002-20211214221923,null,SKT9888K,PL80,C,season_W,PHDB,14/12/2021 22:19:23,15/12/2021 20:51:57,0,1352,"","",,"","",FC EXITED,,0,0,
0PL80-E-00003-20211214205155,null,SMY6643U,PL80,C,SHORT TERM,LPRS,14/12/2021 20:51:55,14/12/2021 22:02:10,1.41999999999999993,71,"","",PAID,"","",ENDED,,0,1.41999999999999993,
0PL80-E-00002-20211214212935,null,SKU7515U,PL80,C,SHORT TERM,LPRS,14/12/2021 21:29:35,14/12/2021 21:31:33,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00535-20211214203118,0PL80-E-00004-20211214202543,SLJ9624X,PL80,C,SHORT TERM,LPRS,14/12/2021 20:31:18,14/12/2021 21:30:25,1.17999999999999994,59,2021-12-14,"",PAID,null,"",ENDED,,0,1.17999999999999994,
0PL81-E-00001-20211214205535,null,SGS717H,PL81,C,season_W,PHDB,14/12/2021 20:55:35,14/12/2021 21:42:30,0,47,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211214182304,null,SGT8229S,PL80,C,SHORT TERM,LPRS,14/12/2021 18:23:04,14/12/2021 21:44:44,4.01999999999999957,201,"","",PAID,"","",ENDED,,0,4.01999999999999957,
0PL80-E-00003-20211214221116,null,SLE4171U,PL80,C,SHORT TERM,LPRS,14/12/2021 22:11:16,14/12/2021 22:14:57,0,3,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214220750,null,SLG663H,PL81,C,SHORT TERM,LPRS,14/12/2021 22:07:50,14/12/2021 22:07:50,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-E-00002-20211214220932,null,GBE2460S,PL80,C,SHORT TERM,LPRS,14/12/2021 22:09:32,14/12/2021 22:20:11,0,11,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214222056,null,SHA3476R,PL80,C,SHORT TERM,LPRS,14/12/2021 22:20:56,14/12/2021 22:23:29,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214224154,null,SMT6126Y,PL80,C,SHORT TERM,LPRS,14/12/2021 22:41:54,14/12/2021 22:43:18,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00023-20211214225340,0PL80-L-00023-20211214225126,SJT9048E,PL80,C,season_W,LPRS,14/12/2021 22:53:40,14/12/2021 22:54:46,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214224408,null,SLK7559J,PL80,C,SHORT TERM,LPRS,14/12/2021 22:44:08,14/12/2021 22:46:55,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214214227,null,SLW4224G,PL81,C,SHORT TERM,LPRS,14/12/2021 21:42:27,14/12/2021 22:46:42,1.28000000000000003,64,"","",PAID,"","",ENDED,,0,1.28000000000000003,
0PL80-E-00001-20211214230355,null,QX1009S,PL80,E,SHORT TERM,LPRS,14/12/2021 23:03:55,14/12/2021 23:06:18,0,3,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214231903,null,SMS4171J,PL81,C,SHORT TERM,LPRS,14/12/2021 23:19:03,14/12/2021 23:35:11,0,16,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214230721,null,QX1009S,PL80,E,SHORT TERM,LPRS,14/12/2021 23:07:21,14/12/2021 23:09:01,0,2,"","",,"","",ENDED,,0,0,
0PL81-L-00433-20211214213340,0PL81-L-00457-20211214210333,GBK4321R,PL81,C,SHORT TERM,LPRS,14/12/2021 21:33:40,14/12/2021 23:08:58,1.89999999999999991,95,"","",PAID,"","",ENDED,,0,1.89999999999999991,
0PL80-E-00003-20211214211911,null,SNA1937U,PL80,C,season_W,LPRS,14/12/2021 21:19:11,15/12/2021 08:02:27,0,643,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214204949,null,SMW1343D,PL80,C,season_W,LPRS,14/12/2021 20:49:49,15/12/2021 04:59:57,0,490,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214224610,null,SLX8848A,PL80,C,season_W,LPRS,14/12/2021 22:46:10,15/12/2021 06:23:26,0,457,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214204009,null,SLE9301D,PL80,C,SHORT TERM,LPRS,14/12/2021 20:40:09,15/12/2021 15:35:47,17.5,1135,2021-12-15,"",UNPAID_M,"","",ENDED,,0,17.5,
0PL80-L-00588-20211214214036,0PL80-E-00003-20211214195245,SLJ1176A,PL80,C,season_W,PHDB,14/12/2021 21:40:36,15/12/2021 07:55:02,0,615,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211214204807,null,SJY2263U,PL80,C,season_W,LPRS,14/12/2021 20:48:07,15/12/2021 09:25:10,0,757,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214215805,null,SLJ3000K,PL81,C,season_W,PHDB,14/12/2021 21:58:05,15/12/2021 08:32:11,0,634,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214232925,null,SHA506H,PL81,C,season_W,PHDB,14/12/2021 23:29:25,15/12/2021 10:21:50,0,652,"","",,"","",EXITED,,0,0,
0PL81-L-00358-20211214223528,0PL81-E-00001-20211214194752,ST53S,PL81,C,season_W,PHDB,14/12/2021 22:35:28,15/12/2021 09:57:15,0,682,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214192543,null,SLQ6226U,PL81,C,SHORT TERM,LPRS,14/12/2021 19:25:43,14/12/2021 23:30:19,4.90000000000000036,245,2021-12-14,"",PAID,null,"",ENDED,,0,4.90000000000000036,
0PL81-E-00001-20211214212619,null,SMQ6538H,PL81,C,season_W,LPRS,14/12/2021 21:26:19,15/12/2021 19:06:26,0,1300,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214214244,null,SJT6514X,PL80,C,season_W,LPRS,14/12/2021 21:42:44,16/12/2021 18:42:09,0,2700,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211214205735,null,SDY99L,PL80,C,season_W,PHDB,14/12/2021 20:57:35,15/12/2021 19:20:49,0,1343,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214212740,null,SGQ8783Z,PL81,C,season_W,PHDB,14/12/2021 21:27:40,14/12/2021 21:30:19,0,3,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211214204702,null,SKX9213L,PL80,C,season_W,PHDB,14/12/2021 20:47:02,16/12/2021 10:34:22,0,2267,"","",,"","",EXITED,,0,0,
0PL80-L-00776-20211214202937,0PL80-L-00776-20211214202742,SGY2509Y,PL80,C,SHORT TERM,LPRS,14/12/2021 20:29:37,14/12/2021 20:29:40,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214203613,null,SMN3336J,PL80,C,SHORT TERM,LPRS,14/12/2021 20:36:13,14/12/2021 20:38:23,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00776-20211214202945,0PL80-L-00776-20211214202937,SGY2509Y,PL80,C,SHORT TERM,LPRS,14/12/2021 20:29:45,14/12/2021 20:40:20,0,11,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211214204051,null,SNC9767E,PL80,C,SHORT TERM,LPRS,14/12/2021 20:40:51,14/12/2021 20:43:00,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211214203817,null,GBH9787M,PL80,C,SHORT TERM,LPRS,14/12/2021 20:38:17,14/12/2021 20:43:40,0,5,"","",,"","",ENDED,,0,0,
0PL81-L-00049-20211214210705,0PL81-L-00049-20211214203318,SNB1087S,PL81,C,season_W,LPRS,14/12/2021 21:07:05,14/12/2021 21:07:05,0,0,"","",FC_WAIVED,"","",ENDED,,0,0,
0PL80-E-00003-20211214204556,null,SHD5295S,PL80,C,SHORT TERM,PHDB,14/12/2021 20:45:56,14/12/2021 20:48:26,0,3,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211214200631,null,SMV93L,PL81,C,season_W,LPRS,14/12/2021 20:06:31,14/12/2021 20:54:00,0,48,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214205932,null,SHC2448T,PL80,C,SHORT TERM,LPRS,14/12/2021 20:59:32,14/12/2021 21:01:53,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211214194453,null,SMD6957A,PL80,C,SHORT TERM,LPRS,14/12/2021 19:44:53,14/12/2021 21:05:12,1.62000000000000011,81,2021-12-14,"",UNPAID_M,"","",ENDED,,0,1.62000000000000011,
0PL80-E-00004-20211214184654,null,SJZ6982X,PL80,C,SHORT TERM,LPRS,14/12/2021 18:46:54,14/12/2021 21:10:36,2.87999999999999989,144,"","",PAID,"","",ENDED,,0,2.87999999999999989,
0PL81-L-00290-20211214210717,0PL81-E-00001-20211214205110,SLK3292D,PL81,C,SHORT TERM,LPRS,14/12/2021 21:07:17,14/12/2021 21:13:48,0,6,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211214211334,null,SKX156C,PL81,C,season_W,LPRS,14/12/2021 21:13:34,14/12/2021 21:19:52,0,6,"","",,"","",ENDED,,0,0,
